Date,Time,Close,High,Low,Open,Volume
2016.07.12,16:00,1.1072,1.10985,1.10646,1.10923,11201
2016.07.12,17:00,1.10726,1.10763,1.10606,1.10717,9851
2016.07.12,18:00,1.10913,1.10917,1.1072,1.10726,6328
2016.07.12,19:00,1.10744,1.10917,1.10684,1.10912,4036
2016.07.12,20:00,1.10692,1.10744,1.10644,1.10744,3191
2016.07.12,21:00,1.10621,1.10696,1.10605,1.10692,3183
2016.07.12,21:00,1.10621,1.10696,1.10605,1.10692,3183
2016.07.12,22:00,1.10602,1.10643,1.10593,1.10621,1845
2016.07.12,23:00,1.10636,1.10653,1.10596,1.10602,586
2016.07.13,00:00,1.1063,1.10649,1.10615,1.10636,2293
2016.07.13,01:00,1.10597,1.10669,1.10582,1.1063,2411
2016.07.13,02:00,1.10616,1.1063,1.10533,1.10593,4987
2016.07.13,03:00,1.10615,1.10697,1.10571,1.10615,5240
2016.07.13,04:00,1.10638,1.10646,1.10547,1.10614,4987
2016.07.13,05:00,1.10616,1.10691,1.10609,1.10638,3790
2016.07.13,06:00,1.10654,1.10656,1.10589,1.10617,3571
2016.07.13,07:00,1.10681,1.1071,1.1063,1.10655,3867
2016.07.13,08:00,1.10574,1.10681,1.10553,1.10681,6296
2016.07.13,09:00,1.10463,1.10632,1.10418,1.10574,10414
2016.07.13,10:00,1.10593,1.10625,1.10428,1.10463,8160
2016.07.13,11:00,1.1078,1.10808,1.10498,1.10593,8935
2016.07.13,12:00,1.10846,1.10847,1.10719,1.10779,8202
2016.07.13,12:00,1.10846,1.10847,1.10719,1.10779,8202
2016.07.13,13:00,1.1074,1.10851,1.1072,1.10847,6686
2016.07.13,14:00,1.10874,1.10883,1.10665,1.10741,7415
2016.07.13,15:00,1.10828,1.10945,1.10795,1.10874,8685
2016.07.13,16:00,1.11016,1.11197,1.10816,1.10829,12127
2016.07.13,17:00,1.11118,1.11142,1.10999,1.11016,8369
2016.07.13,18:00,1.11081,1.11167,1.1102,1.11118,4819
2016.07.13,19:00,1.11074,1.1113,1.11049,1.11081,3588
2016.07.13,20:00,1.11072,1.11105,1.11063,1.11075,2497
2016.07.13,21:00,1.10935,1.11083,1.10929,1.11072,3231
2016.07.13,22:00,1.1089,1.10966,1.10872,1.10937,2228
2016.07.13,23:00,1.10933,1.10963,1.10867,1.1089,675
2016.07.14,00:00,1.1098,1.1101,1.10935,1.10939,3883
2016.07.14,01:00,1.10947,1.11033,1.10923,1.1098,3188
2016.07.14,02:00,1.10965,1.11001,1.10927,1.10948,3936
2016.07.14,03:00,1.11093,1.11097,1.10944,1.10964,5798
2016.07.14,04:00,1.11121,1.1116,1.11051,1.11093,3906
2016.07.14,05:00,1.11048,1.11125,1.11034,1.11119,4300
2016.07.14,06:00,1.11112,1.11115,1.11016,1.11049,3054
2016.07.14,07:00,1.11031,1.11213,1.1101,1.11112,5109
2016.07.14,08:00,1.1105,1.11288,1.11024,1.11031,12464
2016.07.14,09:00,1.10989,1.11062,1.10885,1.1105,9543
2016.07.14,10:00,1.11077,1.11101,1.10932,1.1099,8197
2016.07.14,11:00,1.1112,1.11169,1.11042,1.11075,7572
2016.07.14,12:00,1.11034,1.11161,1.10964,1.1112,8949
2016.07.14,13:00,1.11511,1.11645,1.11019,1.11034,18395
2016.07.14,14:00,1.11148,1.11647,1.11097,1.11514,10670
2016.07.14,15:00,1.11118,1.1119,1.11005,1.11148,10035
2016.07.14,16:00,1.11041,1.11244,1.11025,1.11118,7902
2016.07.14,17:00,1.11067,1.11135,1.10976,1.11042,6228
2016.07.14,18:00,1.11132,1.11207,1.11068,1.11068,3164
2016.07.14,19:00,1.11197,1.11295,1.11116,1.11134,3454
2016.07.14,20:00,1.11218,1.11257,1.11176,1.11198,2489
2016.07.14,21:00,1.11128,1.11242,1.11121,1.11218,2423
2016.07.14,22:00,1.11184,1.11215,1.11127,1.11128,1457
2016.07.14,23:00,1.11126,1.11198,1.1112,1.11186,986
2016.07.15,00:00,1.11123,1.11173,1.11105,1.11129,2777
2016.07.15,01:00,1.11057,1.11179,1.11018,1.11123,3221
2016.07.15,02:00,1.1116,1.1119,1.11049,1.11057,5809
2016.07.15,03:00,1.11124,1.11158,1.11072,1.11158,4233
2016.07.15,04:00,1.11332,1.11396,1.11046,1.11127,6560
2016.07.15,05:00,1.11303,1.11366,1.11274,1.11332,3217
2016.07.15,06:00,1.11261,1.11377,1.11245,1.11303,4489
2016.07.15,07:00,1.11184,1.11276,1.11172,1.11261,4283
2016.07.15,08:00,1.11253,1.11316,1.11155,1.11188,7658
2016.07.15,09:00,1.11325,1.11395,1.11251,1.11251,9677
2016.07.15,10:00,1.11382,1.11486,1.11319,1.11326,7070
2016.07.15,11:00,1.11412,1.11433,1.11301,1.11383,7505
2016.07.15,12:00,1.1136,1.11436,1.11342,1.11411,6186
2016.07.15,13:00,1.11224,1.11399,1.11209,1.1136,6355
2016.07.15,14:00,1.11164,1.11343,1.11062,1.11225,10734
2016.07.15,15:00,1.10815,1.11183,1.10714,1.11163,11368
2016.07.15,15:00,1.10815,1.11183,1.10714,1.11163,11368
2016.07.15,16:00,1.10713,1.10899,1.10644,1.10823,8702
2016.07.15,17:00,1.10585,1.10729,1.1056,1.10713,7293
2016.07.15,18:00,1.10618,1.10681,1.10528,1.10585,7564
2016.07.15,19:00,1.10645,1.10676,1.10589,1.10615,3785
2016.07.15,20:00,1.10613,1.10653,1.10558,1.10644,3251
2016.07.15,21:00,1.10692,1.10726,1.10612,1.10615,2858
2016.07.18,00:00,1.10581,1.10601,1.10499,1.10499,6142
2016.07.18,01:00,1.10558,1.10595,1.10513,1.1058,5015
2016.07.18,02:00,1.10569,1.10624,1.10515,1.10558,3499
2016.07.18,03:00,1.10682,1.10709,1.10539,1.10569,2881
2016.07.18,04:00,1.10618,1.10689,1.10607,1.10682,2436
2016.07.18,05:00,1.10641,1.10666,1.1062,1.1062,1280
2016.07.18,06:00,1.10654,1.10663,1.10615,1.10641,1574
2016.07.18,07:00,1.10682,1.10697,1.10626,1.10654,1800
2016.07.18,08:00,1.10573,1.10723,1.10511,1.10682,5168
2016.07.18,09:00,1.10516,1.10627,1.10461,1.10573,9022
2016.07.18,10:00,1.10511,1.10611,1.10484,1.10515,7422
2016.07.18,11:00,1.10427,1.10575,1.10374,1.10511,6615
2016.07.18,12:00,1.10501,1.10503,1.10376,1.10426,6509
2016.07.18,13:00,1.10571,1.10589,1.10476,1.10501,6692
2016.07.18,14:00,1.1051,1.10596,1.1047,1.1057,6136
2016.07.18,15:00,1.10643,1.10648,1.10478,1.10513,8528
2016.07.18,16:00,1.10666,1.10695,1.1058,1.10643,8595
2016.07.18,16:00,1.10666,1.10695,1.1058,1.10643,8595
2016.07.18,17:00,1.10754,1.1084,1.1061,1.10667,8696
2016.07.18,18:00,1.10709,1.10822,1.10635,1.10755,4739
2016.07.18,19:00,1.10747,1.10818,1.10695,1.10709,3741
2016.07.18,20:00,1.1069,1.10768,1.10679,1.10748,2469
2016.07.18,21:00,1.10712,1.10749,1.1068,1.10688,2323
2016.07.18,22:00,1.1075,1.10757,1.1071,1.10712,1678
2016.07.18,23:00,1.10739,1.10778,1.10716,1.1075,560
2016.07.19,00:00,1.10745,1.10782,1.10728,1.10739,1618
2016.07.19,01:00,1.10679,1.10764,1.10661,1.10744,1698
2016.07.19,02:00,1.10677,1.10757,1.10637,1.1068,2902
2016.07.19,03:00,1.10683,1.10696,1.10628,1.10676,3053
2016.07.19,04:00,1.10733,1.10794,1.10657,1.10684,2422
2016.07.19,05:00,1.1078,1.10802,1.10732,1.10733,1433
2016.07.19,06:00,1.1075,1.10782,1.10727,1.10781,1687
2016.07.19,07:00,1.10733,1.10762,1.107,1.10752,1850
2016.07.19,08:00,1.10665,1.1078,1.10629,1.10733,5124
2016.07.19,09:00,1.10592,1.10724,1.10485,1.10665,8463
2016.07.19,09:00,1.10592,1.10724,1.10485,1.10665,8463
2016.07.19,10:00,1.10626,1.10774,1.10551,1.10591,7249
2016.07.19,11:00,1.10623,1.10736,1.10574,1.10618,6788
2016.07.19,12:00,1.10585,1.10666,1.10553,1.10622,5352
2016.07.19,13:00,1.10317,1.10597,1.10236,1.10584,7979
2016.07.19,14:00,1.10243,1.10372,1.10142,1.10317,9926
2016.07.19,15:00,1.10237,1.10302,1.10117,1.10244,9788
2016.07.19,16:00,1.10105,1.10268,1.10098,1.10238,9425
2016.07.19,17:00,1.10132,1.10184,1.09997,1.10105,10099
2016.07.19,18:00,1.1014,1.10184,1.10062,1.10133,5563
2016.07.19,19:00,1.10116,1.10185,1.10087,1.10136,3253
2016.07.19,20:00,1.10149,1.10171,1.1009,1.10116,2807
2016.07.19,21:00,1.10194,1.10208,1.10135,1.10149,1983
2016.07.19,22:00,1.10205,1.10224,1.10156,1.10192,1546
2016.07.19,23:00,1.10175,1.10211,1.10161,1.10205,463
2016.07.20,00:00,1.10175,1.1021,1.10157,1.10176,2905
2016.07.20,01:00,1.10134,1.10193,1.10115,1.10175,2195
2016.07.20,02:00,1.10142,1.10205,1.1011,1.10135,3170
2016.07.20,03:00,1.10146,1.10153,1.1003,1.10142,3987
2016.07.20,04:00,1.10042,1.10149,1.09972,1.10145,3014
2016.07.20,05:00,1.10113,1.10145,1.10041,1.10043,2172
2016.07.20,06:00,1.10154,1.10156,1.10107,1.10113,1701
2016.07.20,07:00,1.10174,1.10211,1.10093,1.10155,2889
2016.07.20,08:00,1.09888,1.10196,1.0984,1.10175,6166
2016.07.20,09:00,1.09947,1.09956,1.09812,1.09887,9182
2016.07.20,10:00,1.10016,1.1013,1.09859,1.09946,8035
2016.07.20,11:00,1.10067,1.10154,1.09939,1.10015,8000
2016.07.20,12:00,1.10109,1.10217,1.10022,1.10068,5560
2016.07.20,13:00,1.10115,1.10151,1.10047,1.10109,5225
2016.07.20,14:00,1.09949,1.10166,1.0991,1.10118,7591
2016.07.20,15:00,1.09969,1.10033,1.0992,1.09949,6971
2016.07.20,16:00,1.10078,1.10302,1.09962,1.09969,9146
2016.07.20,17:00,1.10045,1.10112,1.0999,1.10081,6099
2016.07.20,18:00,1.10063,1.10076,1.09987,1.10045,3738
2016.07.20,19:00,1.10047,1.10066,1.09985,1.10059,2879
2016.07.20,20:00,1.10033,1.10085,1.10012,1.10048,2284
2016.07.20,21:00,1.10179,1.10212,1.10032,1.10032,4738
2016.07.20,21:00,1.10179,1.10212,1.10032,1.10032,4738
2016.07.20,22:00,1.10132,1.10175,1.10107,1.10175,1923
2016.07.20,23:00,1.10096,1.1019,1.10038,1.10131,1298
2016.07.21,00:00,1.10105,1.10115,1.10082,1.10098,1956
2016.07.21,01:00,1.10161,1.10212,1.101,1.10106,2086
2016.07.21,02:00,1.10097,1.10191,1.10071,1.10161,3484
2016.07.21,03:00,1.10245,1.10271,1.10086,1.101,2829
2016.07.21,04:00,1.1022,1.10245,1.1017,1.10245,2745
2016.07.21,05:00,1.1036,1.10438,1.10219,1.10223,3427
2016.07.21,06:00,1.10344,1.10371,1.1032,1.1036,2325
2016.07.21,07:00,1.1028,1.10384,1.10266,1.10345,2947
2016.07.21,08:00,1.10377,1.1047,1.10274,1.1028,7052
2016.07.21,09:00,1.10326,1.10388,1.10224,1.10377,9656
2016.07.21,10:00,1.10144,1.10415,1.1014,1.10323,10422
2016.07.21,11:00,1.10231,1.1031,1.10048,1.10144,9159
2016.07.21,12:00,1.10151,1.10317,1.10117,1.10234,7277
2016.07.21,13:00,1.10118,1.10277,1.10106,1.10151,6995
2016.07.21,14:00,1.10429,1.10603,1.10089,1.1012,14362
2016.07.21,15:00,1.1009,1.10579,1.10058,1.10436,15289
2016.07.21,16:00,1.09936,1.10157,1.09796,1.1009,12826
2016.07.21,16:00,1.09936,1.10157,1.09796,1.1009,12826
2016.07.21,17:00,1.10151,1.10205,1.09926,1.09936,9256
2016.07.21,18:00,1.10073,1.10169,1.10042,1.10151,5235
2016.07.21,19:00,1.10091,1.10125,1.10022,1.10072,3508
2016.07.21,20:00,1.1014,1.10201,1.10057,1.10091,3171
2016.07.21,21:00,1.1022,1.10236,1.10139,1.10141,3048
2016.07.21,22:00,1.10262,1.10272,1.1019,1.10219,2399
2016.07.21,23:00,1.10254,1.10285,1.10193,1.1026,689
2016.07.22,00:00,1.10264,1.10277,1.10198,1.10254,3225
2016.07.22,01:00,1.10318,1.10332,1.10247,1.10263,1799
2016.07.22,02:00,1.10282,1.10333,1.10257,1.10318,3495
2016.07.22,03:00,1.10231,1.1031,1.10231,1.10281,2883
2016.07.22,04:00,1.10226,1.1026,1.10194,1.10232,2283
2016.07.22,05:00,1.1024,1.10255,1.10189,1.10225,1478
2016.07.22,06:00,1.10303,1.10305,1.10232,1.1024,1337
2016.07.22,07:00,1.10208,1.10322,1.10194,1.10303,1878
2016.07.22,08:00,1.10227,1.10345,1.10204,1.10206,5215
2016.07.22,09:00,1.10255,1.10307,1.10162,1.10224,8924
2016.07.22,10:00,1.10285,1.10408,1.10243,1.10258,10986
2016.07.22,11:00,1.10256,1.1037,1.10222,1.10284,8252
2016.07.22,12:00,1.10161,1.10279,1.10118,1.10255,6983
2016.07.22,13:00,1.10242,1.10302,1.1013,1.10162,6988
2016.07.22,14:00,1.10138,1.10248,1.10088,1.10241,7651
2016.07.22,15:00,1.10127,1.1024,1.1008,1.10137,8272
2016.07.22,16:00,1.09804,1.10172,1.09711,1.10127,9789
2016.07.22,17:00,1.09675,1.09805,1.09661,1.09804,9617
2016.07.22,18:00,1.0967,1.09681,1.0956,1.09675,5497
2016.07.22,19:00,1.0966,1.09683,1.0959,1.09668,3510
2016.07.22,20:00,1.09614,1.09664,1.09555,1.0966,3371
2016.07.22,21:00,1.0973,1.09737,1.09606,1.09614,2421
2016.07.25,00:00,1.09711,1.0973,1.09638,1.09696,5786
2016.07.25,01:00,1.09684,1.09711,1.09656,1.09711,1761
2016.07.25,02:00,1.09595,1.09723,1.0958,1.09682,3891
2016.07.25,03:00,1.096,1.09609,1.09517,1.09594,3857
2016.07.25,04:00,1.097,1.09709,1.09596,1.09601,2597
2016.07.25,05:00,1.09719,1.09733,1.09683,1.09699,2285
2016.07.25,06:00,1.09752,1.09766,1.09697,1.09719,1626
2016.07.25,07:00,1.09747,1.09787,1.09737,1.09752,2142
2016.07.25,08:00,1.09676,1.09781,1.09648,1.09748,4551
2016.07.25,09:00,1.09667,1.09709,1.09606,1.09677,7653
2016.07.25,10:00,1.09821,1.0987,1.0964,1.09665,7690
2016.07.25,11:00,1.09918,1.09966,1.0979,1.09823,6124
2016.07.25,12:00,1.09884,1.09938,1.09858,1.09918,5743
2016.07.25,13:00,1.09837,1.09887,1.09809,1.09884,5231
2016.07.25,14:00,1.09734,1.09889,1.09719,1.09836,6512
2016.07.25,15:00,1.0978,1.09847,1.09719,1.09733,6023
2016.07.25,16:00,1.09706,1.09852,1.097,1.0978,6434
2016.07.25,17:00,1.09787,1.09812,1.09678,1.09708,5162
2016.07.25,18:00,1.09869,1.09893,1.09774,1.09787,3200
2016.07.25,18:00,1.09869,1.09893,1.09774,1.09787,3200
2016.07.25,19:00,1.09932,1.09943,1.09839,1.0987,3138
2016.07.25,20:00,1.09894,1.09986,1.09881,1.09932,2298
2016.07.25,21:00,1.09904,1.0995,1.0988,1.09893,1667
2016.07.25,22:00,1.09945,1.09949,1.09897,1.09904,1363
2016.07.25,23:00,1.09927,1.09953,1.09906,1.09947,377
2016.07.26,00:00,1.0993,1.09957,1.09891,1.09925,2163
2016.07.26,01:00,1.09888,1.09963,1.09881,1.0993,2003
2016.07.26,02:00,1.09845,1.09938,1.09828,1.09886,4992
2016.07.26,03:00,1.09901,1.09932,1.09828,1.09845,3587
2016.07.26,04:00,1.09875,1.09931,1.09853,1.09901,2820
2016.07.26,05:00,1.09874,1.09891,1.09865,1.09874,1319
2016.07.26,06:00,1.10045,1.10057,1.09862,1.09876,4288
2016.07.26,07:00,1.10122,1.10208,1.09996,1.10047,4416
2016.07.26,08:00,1.10076,1.10166,1.10062,1.10122,6497
2016.07.26,09:00,1.10077,1.10117,1.09967,1.10075,9101
2016.07.26,10:00,1.10112,1.10122,1.10021,1.10077,7211
2016.07.26,11:00,1.10134,1.10295,1.10111,1.10112,7366
2016.07.26,12:00,1.10013,1.10162,1.10013,1.10134,5617
2016.07.26,13:00,1.09974,1.10025,1.09945,1.10014,5510
2016.07.26,14:00,1.09945,1.09996,1.0985,1.09971,7529
2016.07.26,15:00,1.10023,1.10064,1.09911,1.09945,8610
2016.07.26,16:00,1.09805,1.10026,1.09783,1.10018,8257
2016.07.26,16:00,1.09805,1.10026,1.09783,1.10018,8257
2016.07.26,17:00,1.09826,1.09874,1.09783,1.0981,6153
2016.07.26,18:00,1.09877,1.09879,1.09811,1.09827,2986
2016.07.26,19:00,1.09902,1.09927,1.09846,1.09877,2715
2016.07.26,20:00,1.09861,1.09926,1.0986,1.09901,2215
2016.07.26,21:00,1.09878,1.09911,1.09839,1.09861,1831
2016.07.26,22:00,1.09858,1.09891,1.09827,1.09877,1531
2016.07.26,23:00,1.09845,1.09888,1.09833,1.09863,593
2016.07.27,00:00,1.09888,1.09893,1.09837,1.09845,1379
2016.07.27,01:00,1.09869,1.099,1.09859,1.09887,1548
2016.07.27,02:00,1.099,1.09935,1.09812,1.09869,3034
2016.07.27,03:00,1.09858,1.09937,1.09856,1.09901,3580
2016.07.27,04:00,1.09907,1.09948,1.09849,1.09853,2594
2016.07.27,05:00,1.09978,1.10011,1.09843,1.09907,7095
2016.07.27,06:00,1.09999,1.1002,1.09938,1.09978,4210
2016.07.27,07:00,1.09951,1.10005,1.09911,1.09999,4423
2016.07.27,08:00,1.099,1.09957,1.09873,1.09947,5117
2016.07.27,09:00,1.10009,1.10009,1.09868,1.099,6654
2016.07.27,10:00,1.09935,1.10035,1.09926,1.10009,6230
2016.07.27,10:00,1.09935,1.10035,1.09926,1.10009,6230
2016.07.27,11:00,1.09985,1.10056,1.09916,1.09934,5573
2016.07.27,12:00,1.0994,1.10052,1.09914,1.09985,5477
2016.07.27,13:00,1.0992,1.09967,1.09886,1.0994,4627
2016.07.27,14:00,1.09991,1.1004,1.09876,1.09921,7296
2016.07.27,15:00,1.10022,1.10052,1.09927,1.09991,8211
2016.07.27,16:00,1.09871,1.10077,1.09851,1.10021,7612
2016.07.27,17:00,1.09872,1.09963,1.09835,1.0987,5905
2016.07.27,18:00,1.0991,1.09949,1.09866,1.09875,3523
2016.07.27,19:00,1.09964,1.1,1.09893,1.09909,3560
2016.07.27,20:00,1.10191,1.10229,1.0961,1.09964,16583
2016.07.27,21:00,1.10527,1.10649,1.1018,1.10188,11984
2016.07.27,22:00,1.10574,1.10627,1.10501,1.10531,3823
2016.07.27,23:00,1.10533,1.10701,1.1052,1.10579,1208
2016.07.28,00:00,1.10574,1.10584,1.1052,1.10531,3162
2016.07.28,01:00,1.10691,1.10734,1.10573,1.10574,3667
2016.07.28,02:00,1.10674,1.10751,1.10662,1.10694,6038
2016.07.28,03:00,1.10617,1.10686,1.10591,1.10675,4925
2016.07.28,04:00,1.10723,1.10733,1.10612,1.10617,3015
2016.07.28,05:00,1.10727,1.10766,1.10719,1.10723,2595
2016.07.28,06:00,1.10698,1.10736,1.10667,1.10727,3335
2016.07.28,07:00,1.10684,1.10709,1.10637,1.10699,3317
2016.07.28,08:00,1.10885,1.10953,1.10682,1.10684,8046
2016.07.28,09:00,1.11024,1.11194,1.10882,1.10885,12090
2016.07.28,10:00,1.1105,1.1114,1.1101,1.11025,7235
2016.07.28,11:00,1.10939,1.11063,1.10904,1.11048,6608
2016.07.28,12:00,1.10833,1.10955,1.10809,1.10939,6033
2016.07.28,13:00,1.10837,1.10888,1.10791,1.10832,5685
2016.07.28,14:00,1.10993,1.11032,1.10826,1.10828,7447
2016.07.28,15:00,1.11051,1.11052,1.10898,1.10994,8816
2016.07.28,16:00,1.1083,1.11077,1.10819,1.11052,8238
2016.07.28,17:00,1.10935,1.10942,1.10796,1.10835,5280
2016.07.28,18:00,1.10762,1.10934,1.10731,1.10934,4083
2016.07.28,19:00,1.10716,1.10805,1.10685,1.10762,3664
2016.07.28,20:00,1.10733,1.10758,1.10686,1.10716,3461
2016.07.28,21:00,1.10752,1.10772,1.10713,1.10729,2627
2016.07.28,22:00,1.10775,1.10821,1.10746,1.10752,1963
2016.07.28,23:00,1.10763,1.10805,1.10747,1.10769,519
2016.07.29,00:00,1.1078,1.10815,1.10737,1.10763,3946
2016.07.29,01:00,1.10821,1.10862,1.10756,1.10781,2783
2016.07.29,02:00,1.1081,1.1084,1.1074,1.1082,5385
2016.07.29,03:00,1.10795,1.10841,1.10774,1.1081,4083
2016.07.29,04:00,1.10826,1.10881,1.10757,1.10795,4787
2016.07.29,05:00,1.10904,1.10958,1.10722,1.10829,7799
2016.07.29,06:00,1.10811,1.10944,1.10803,1.10903,4839
2016.07.29,07:00,1.10778,1.10853,1.10736,1.10811,3745
2016.07.29,08:00,1.1088,1.10895,1.10761,1.10779,6798
2016.07.29,09:00,1.10872,1.11011,1.10852,1.10878,7732
2016.07.29,10:00,1.10978,1.10984,1.10831,1.10872,6162
2016.07.29,11:00,1.11101,1.1112,1.10928,1.10975,6113
2016.07.29,12:00,1.11115,1.11129,1.11068,1.111,4317
2016.07.29,13:00,1.11134,1.11142,1.11085,1.11115,4746
2016.07.29,14:00,1.11496,1.1155,1.11042,1.11134,10989
2016.07.29,15:00,1.11614,1.11678,1.11491,1.11492,11369
2016.07.29,16:00,1.11785,1.11821,1.11616,1.11616,12218
2016.07.29,17:00,1.11683,1.1197,1.11679,1.11786,10818
2016.07.29,18:00,1.11564,1.11734,1.11543,1.11683,6542
2016.07.29,19:00,1.11643,1.11665,1.1156,1.11565,3992
2016.07.29,20:00,1.11774,1.11803,1.11632,1.11642,3830
2016.07.29,21:00,1.1178,1.11885,1.11769,1.11775,4052
2016.08.01,00:00,1.11712,1.11833,1.11709,1.11804,3290
2016.08.01,01:00,1.11672,1.11724,1.11658,1.11716,2335
2016.08.01,02:00,1.11751,1.11766,1.1166,1.11672,4514
2016.08.01,03:00,1.11718,1.11784,1.11681,1.11753,3704
2016.08.01,04:00,1.11707,1.11753,1.11696,1.11718,2570
2016.08.01,05:00,1.11777,1.11783,1.11663,1.11709,1991
2016.08.01,06:00,1.11791,1.11813,1.11751,1.11775,2303
2016.08.01,07:00,1.11707,1.11804,1.11705,1.11792,1896
2016.08.01,08:00,1.1164,1.11707,1.11618,1.11707,4567
